Location,Department-2018,Municipality-2018,Total 2018,Housing units 2018,Households 2018,People 2018,Total 2005,Households 2005,var_pop,var_households,household/housing ratio,location,point,latitude,longitude,altitude
"Santa Bárbara, Santander",Santander,Santa Bárbara,2401,964,745,2239,2271,591.0,0.00429110778891606,0.017972535145931667,0.7728215767634855,"Santa Bárbara, Metropolitana, Santander, Región Andina, Colombia","(6.9632242, -72.90556454913832, 0.0)",6.9632242,-72.90556454913832,0.0
"Santa Helena del Opón, Santander",Santander,Santa Helena del Opón,3389,1669,1103,3166,4329,1053.0,-0.018654704473753947,0.0035748752261610672,0.6608747753145596,"Santa Helena del Opón, Vélez, Santander, Región Andina, Colombia","(6.40587575, -73.57083153204314, 0.0)",6.40587575,-73.57083153204314,0.0
"Simacota, Santander",Santander,Simacota,10042,3352,2490,7842,8744,2053.0,0.010703690263540011,0.014955388608978604,0.7428400954653938,"Simacota, Comunera, Santander, Región Andina, Colombia","(6.682480549999999, -73.79169247714768, 0.0)",6.682480549999999,-73.79169247714768,0.0
"Socorro, Santander",Santander,Socorro,32158,11417,9316,29997,28758,7417.0,0.008632839412463289,0.017689929474859367,0.8159761758780766,"El Socorro, Comunera, Santander, Región Andina, Colombia","(6.4670216, -73.2626198, 0.0)",6.4670216,-73.2626198,0.0
"Suaita, Santander",Santander,Suaita,10031,4845,3295,8771,9969,2780.0,0.00047703835129686567,0.01315931159054351,0.6800825593395253,"Suaita, Comunera, Santander, Región Andina, 683049, Colombia","(6.1257535999999995, -73.36271466241944, 0.0)",6.1257535999999995,-73.36271466241944,0.0
"Sucre, Santander",Santander,Sucre,7202,2713,2000,6044,8998,2246.0,-0.016980604488036732,-0.008883664658343005,0.7371913011426465,"Sucre, Vélez, Santander, Región Andina, Colombia","(6.015965, -74.012109978448, 0.0)",6.015965,-74.012109978448,0.0
"Suratá, Santander",Santander,Suratá,3975,1649,1118,3520,3565,977.0,0.00840905872507891,0.010423954922427425,0.6779866585809582,"Suratá, Soto Norte, Santander, Región Andina, Colombia","(7.4568385, -72.96878627280054, 0.0)",7.4568385,-72.96878627280054,0.0
"Tona, Santander",Santander,Tona,7373,3096,2117,6680,6651,1859.0,0.007959002702977225,0.010047158958282676,0.6837855297157622,"Tona, Metropolitana, Santander, Región Andina, 680541, Colombia","(7.15363455, -72.96021241269528, 0.0)",7.15363455,-72.96021241269528,0.0
"Valle de San José, Santander",Santander,Valle de San José,6084,2071,1789,5648,5082,1314.0,0.013939140166033814,0.024020955857624093,0.8638338966682761,"Valle de San José, Guanentá, Santander, Región Andina, Colombia","(6.4346425, -73.11286929521793, 0.0)",6.4346425,-73.11286929521793,0.0
"Vélez, Santander",Santander,Vélez,24356,8955,6814,19376,19265,5153.0,0.018201216777055995,0.021724950524730557,0.7609156895589057,"Vélez, Santander, Región Andina, Colombia","(6.0123632, -73.6729598, 0.0)",6.0123632,-73.6729598,0.0
"Vetas, Santander",Santander,Vetas,2114,704,577,1762,1709,475.0,0.0164940480340674,0.01507616690042024,0.8196022727272727,"Vetas, Soto Norte, Santander, Región Andina, Colombia","(7.32082525, -72.8858853330772, 0.0)",7.32082525,-72.8858853330772,0.0
"Villanueva, Santander",Santander,Villanueva,7873,2798,2140,6738,6808,1776.0,0.0112427914353872,0.014445042182227086,0.7648320228734811,"Villanueva, Guanentá, Santander, Región Andina, Colombia","(6.68761245, -73.15242244329268, 0.0)",6.68761245,-73.15242244329268,0.0
"Zapatoca, Santander",Santander,Zapatoca,9466,3816,2889,8997,9255,2564.0,0.0017355416551076974,0.009222411570613875,0.7570754716981132,"Zapatoca, Metropolitana, Santander, Región Andina, 604069, Colombia","(6.8510075, -73.21755835806745, 0.0)",6.8510075,-73.21755835806745,0.0
"Sincelejo, Sucre",Sucre,Sincelejo,277773,85288,75407,274622,236780,52164.0,0.012358262523596508,0.028752323235671895,0.8841454835381296,"Sincelejo, Montes de María, Sucre, Caribe, Colombia","(9.315429349999999, -75.43297645405696, 0.0)",9.315429349999999,-75.43297645405696,0.0
"Buenavista, Sucre",Sucre,Buenavista,10441,2975,2666,10007,8898,2057.0,0.012377033185351438,0.020148809727861927,0.8961344537815126,"Buenavista, Sabanas, Sucre, Caribe, Colombia","(9.32206885, -74.96898027885466, 0.0)",9.32206885,-74.96898027885466,0.0
"Caimito, Sucre",Sucre,Caimito,15231,3567,3812,13331,10960,2335.0,0.025637005082257414,0.03842302270877562,1.0686851696103168,"Caimito, San Jorge, Sucre, Caribe, Colombia","(8.7700815, -75.13976546330102, 0.0)",8.7700815,-75.13976546330102,0.0
"Coloso, Sucre",Sucre,Coloso,8623,2410,2307,7803,6013,1397.0,0.028119578258950728,0.039340339530099744,0.9572614107883818,"Colosó, Montes de María, Sucre, Caribe, Colombia","(9.53763835, -75.36366287111967, 0.0)",9.53763835,-75.36366287111967,0.0
"Corozal, Sucre",Sucre,Corozal,67371,19950,18717,66350,57300,12344.0,0.012532811338912486,0.03253832160285319,0.9381954887218045,"Corozal, Montes de María, Sucre, Caribe, Colombia","(9.2045175, -75.27619980073368, 0.0)",9.2045175,-75.27619980073368,0.0
"Coveñas, Sucre",Sucre,Coveñas,18250,7543,4820,17091,11270,2472.0,0.03777450305264707,0.05270717368019118,0.6390030491846745,"Coveñas, Morrosquillo, Sucre, Caribe, Colombia","(9.41139265, -75.63984809065627, 0.0)",9.41139265,-75.63984809065627,0.0
"Chalán, Sucre",Sucre,Chalán,4466,1275,1156,4425,3870,811.0,0.011079283074897361,0.027640723315952576,0.9066666666666666,"Chalán, Montes de María, Sucre, Caribe, Colombia","(9.57205555, -75.32246383741395, 0.0)",9.57205555,-75.32246383741395,0.0
"El Roble, Sucre",Sucre,El Roble,9944,3108,2688,9786,8469,1957.0,0.012427114795868555,0.024714677398797846,0.8648648648648649,"El Roble, Sabanas, Sucre, Caribe, Colombia","(9.07907395, -75.2086646667492, 0.0)",9.07907395,-75.2086646667492,0.0
"Galeras, Sucre",Sucre,Galeras,21982,5907,6017,20239,17251,3882.0,0.018817460048870416,0.03428528195766534,1.0186219739292366,"Galeras, Sabanas, Sucre, Caribe, Colombia","(9.1209664, -74.96602748910914, 0.0)",9.1209664,-74.96602748910914,0.0
"Guaranda, Sucre",Sucre,Guaranda,17713,4600,4249,15618,15080,3222.0,0.012456129380714609,0.021511285106835087,0.923695652173913,"Guaranda, La Mojana, Sucre, Caribe, Colombia","(8.392952950000002, -74.80011745100063, 0.0)",8.392952950000002,-74.80011745100063,0.0
"La Unión, Sucre",Sucre,La Unión,12349,3238,3232,11510,10279,2096.0,0.014213301100274522,0.03387420048178136,0.9981470043236566,"La Unión, San Jorge, Sucre, Caribe, Colombia","(8.851812, -75.2804647, 0.0)",8.851812,-75.2804647,0.0
"Los Palmitos, Sucre",Sucre,Los Palmitos,22880,7258,6450,21831,18344,3941.0,0.017142241236798972,0.03862302130586914,0.8886745659961421,"Los Palmitos, Montes de María, Sucre, Caribe, Colombia","(9.4200008, -75.18460922116043, 0.0)",9.4200008,-75.18460922116043,0.0
"Majagual, Sucre",Sucre,Majagual,36650,10227,9197,32622,31213,6729.0,0.012428815469487375,0.024325837720534205,0.8992862031876405,"Majagual, La Mojana, Sucre, Caribe, Colombia","(8.56187075, -74.72944564133846, 0.0)",8.56187075,-74.72944564133846,0.0
"Morroa, Sucre",Sucre,Morroa,15061,4624,3932,14793,12784,2746.0,0.01268861299852575,0.028000452597698233,0.8503460207612457,"Morroa, Montes de María, Sucre, Caribe, Colombia","(9.391629550000001, -75.33406786876125, 0.0)",9.391629550000001,-75.33406786876125,0.0
"Ovejas, Sucre",Sucre,Ovejas,22871,7504,6426,22384,20551,4587.0,0.008261642942448022,0.026271952660136932,0.8563432835820896,"Ovejas, Montes de María, Sucre, Caribe, Colombia","(9.5538396, -75.18883090053416, 0.0)",9.5538396,-75.18883090053416,0.0
"Palmito, Sucre",Sucre,Palmito,14114,3447,3461,12534,11432,2106.0,0.01634371879301555,0.03895235842018763,1.0040615027560198,"Palmito, Morrosquillo, Sucre, Caribe, Colombia","(9.33259455, -75.55689843250762, 0.0)",9.33259455,-75.55689843250762,0.0
"Sampués, Sucre",Sucre,Sampués,46455,11746,11402,44617,36090,7251.0,0.019610444497142554,0.0354324688137555,0.9707134343606334,"Sampués, Montes de María, Sucre, Caribe, 705070, Colombia","(9.1845583, -75.3802368, 0.0)",9.1845583,-75.3802368,0.0
"San Benito Abad, Sucre",Sucre,San Benito Abad,28673,8869,7439,25511,22579,5145.0,0.01854961044361536,0.02876843163030296,0.8387642349757582,"San Benito Abad, San Jorge, Sucre, Caribe, Colombia","(8.79099315, -74.94764942859982, 0.0)",8.79099315,-74.94764942859982,0.0
"San Juan de Betulia, Sucre",Sucre,San Juan de Betulia,13535,3949,3736,13437,12215,2733.0,0.007924636434404775,0.02433882418268274,0.9460622942517093,"San Juan de Betulia, Montes de María, Sucre, Caribe, Colombia","(9.293754700000001, -75.22764102130589, 0.0)",9.293754700000001,-75.22764102130589,0.0
"San Marcos, Sucre",Sucre,San Marcos,57672,15636,14906,53340,50336,10966.0,0.010520436249777054,0.023893619287375767,0.9533128677411102,"San Marcos, San Jorge, Sucre, Caribe, Colombia","(8.56928735, -75.17278488213435, 0.0)",8.56928735,-75.17278488213435,0.0
"San Onofre, Sucre",Sucre,San Onofre,49633,15662,12506,47952,45672,9664.0,0.006418241234064981,0.020028774849282893,0.7984931681777551,"San Onofre, Morrosquillo, Sucre, Caribe, 7070717, Colombia","(9.7386264, -75.5234228, 0.0)",9.7386264,-75.5234228,0.0
"San Pedro, Sucre",Sucre,San Pedro,18590,5398,5093,18029,16211,3652.0,0.010589038717938148,0.025914086155088834,0.9434975917006299,"San Pedro, Sabanas, Sucre, Caribe, Colombia","(9.39663005, -75.03354633922669, 0.0)",9.39663005,-75.03354633922669,0.0
"San Luis de Sincé, Sucre",Sucre,San Luis de Sincé,30773,9263,8629,30188,30406,6874.0,0.0009233279115687942,0.017644819867883577,0.9315556515167872,"San Luis, Sincé, Sabanas, Sucre, Caribe, Colombia","(9.2191217, -75.1292839, 0.0)",9.2191217,-75.1292839,0.0
"Sucre, Sucre",Sucre,Sucre,29552,7855,7520,23971,21716,5045.0,0.023983242880334155,0.031181536909979046,0.9573520050922979,"Sucre, Municipio Sucre, Provincia Oropeza, Chuquisaca, 9999, Bolivia","(-19.0477251, -65.2594306, 0.0)",-19.0477251,-65.2594306,0.0
"Santiago de Tolú, Sucre",Sucre,Santiago de Tolú,32922,10501,8934,32012,27957,6394.0,0.01265428184948636,0.02606499241527227,0.8507761165603276,"Santiago de Tolú, Tolú, Morrosquillo, Sucre, Caribe, Colombia","(9.5241138, -75.5841794, 0.0)",9.5241138,-75.5841794,0.0
"Tolú Viejo, Sucre",Sucre,Tolú Viejo,21339,6379,5366,20033,18587,3970.0,0.01067767866588909,0.02344890640395625,0.8411976798871297,"Vía Puerto Viejo, Tolú, Morrosquillo, Sucre, Caribe, Colombia","(9.4500344, -75.5817667, 0.0)",9.4500344,-75.5817667,0.0
"Ibagué, Tolima",Tolima,Ibagué,529635,199346,174421,500686,495246,136441.0,0.005177470960065378,0.019070299722400152,0.8749661392754307,"Ibagué, Centro, Tolima, Región Andina, Colombia","(4.4446595, -75.2430012, 0.0)",4.4446595,-75.2430012,0.0
"Alpujarra, Tolima",Tolima,Alpujarra,4544,2320,1559,4091,5098,1565.0,-0.008810239185039648,-0.00029543588225910966,0.6719827586206897,"Alpujarra, Suroriente, Tolima, Región Andina, Colombia","(3.3943249499999997, -74.9259438271052, 0.0)",3.3943249499999997,-74.9259438271052,0.0
"Alvarado, Tolima",Tolima,Alvarado,8697,3068,2288,6712,8873,2289.0,-0.001539952995635141,-3.361231608411952e-05,0.7457627118644068,"Alvarado, Centro, Tolima, Región Andina, Colombia","(4.572900799999999, -74.98430984653686, 0.0)",4.572900799999999,-74.98430984653686,0.0
"Ambalema, Tolima",Tolima,Ambalema,6657,3197,2437,6524,7563,2154.0,-0.009767295099484485,0.00954070167757326,0.762277134813888,"Ambalema, Nevados, Tolima, Región Andina, Colombia","(4.83285115, -74.80205658709271, 0.0)",4.83285115,-74.80205658709271,0.0
"Anzoátegui, Tolima",Tolima,Anzoátegui,10217,3160,2304,7658,8371,2011.0,0.01544729859185101,0.010517589059346077,0.7291139240506329,"Anzoátegui, Centro, Tolima, Región Andina, Colombia","(4.6311631, -75.094827, 0.0)",4.6311631,-75.094827,0.0
"Armero, Tolima",Tolima,Armero,12696,4971,4140,11440,12852,3514.0,-0.0009389787317396481,0.012690682458373015,0.8328304164152082,"Armero, Norte, Tolima, Región Andina, Colombia","(4.9623792, -74.9049753, 0.0)",4.9623792,-74.9049753,0.0
"Ataco, Tolima",Tolima,Ataco,19330,7681,5646,18237,15665,3917.0,0.016302956164226945,0.028523947216620105,0.7350605389923187,"Ataco, Sur, Tolima, Región Andina, Colombia","(3.4344676, -75.48629129855999, 0.0)",3.4344676,-75.48629129855999,0.0
"Cajamarca, Tolima",Tolima,Cajamarca,18471,6017,5545,17309,19501,5091.0,-0.004165439751189326,0.0065925857369564245,0.9215555924879508,"Cajamarca, Centro, Tolima, Región Andina, Colombia","(4.4065171, -75.47291950953922, 0.0)",4.4065171,-75.47291950953922,0.0
"Carmen de Apicalá, Tolima",Tolima,Carmen de Apicalá,10117,6000,3497,9643,8330,2380.0,0.015062600776979629,0.0300428283900529,0.5828333333333333,"Carmen de Apicala, Oriente, Tolima, Región Andina, Colombia","(4.130307950000001, -74.73666125049249, 0.0)",4.130307950000001,-74.73666125049249,0.0
"Casabianca, Tolima",Tolima,Casabianca,6373,2415,1930,5496,6793,1746.0,-0.004897380371593374,0.007736895172626657,0.7991718426501035,"Casabianca, Nevados, Tolima, Región Andina, Colombia","(5.0084598, -75.1859683907152, 0.0)",5.0084598,-75.1859683907152,0.0
"Chaparral, Tolima",Tolima,Chaparral,50367,19015,15012,43795,46090,12059.0,0.00684952000686434,0.016991871095773048,0.7894819879042861,"Chaparral, Sur, Tolima, Región Andina, 73168, Colombia","(3.7245851, -75.485156, 0.0)",3.7245851,-75.485156,0.0
"Coello, Tolima",Tolima,Coello,8248,3294,2649,7495,8940,2258.0,-0.006178131946446563,0.012360594935381108,0.8041894353369763,"Coello, Centro, Tolima, Región Andina, Colombia","(4.36383495, -74.89136630462937, 0.0)",4.36383495,-74.89136630462937,0.0
"Coyaima, Tolima",Tolima,Coyaima,22813,8919,6716,18999,27733,6217.0,-0.014910224480094714,0.005956536486062758,0.7529992151586501,"Coyaima, Sur, Tolima, Región Andina, Colombia","(3.7409885999999997, -75.12643155589456, 0.0)",3.7409885999999997,-75.12643155589456,0.0
"Cunday, Tolima",Tolima,Cunday,8745,4122,2904,7762,8445,2509.0,0.0026888051553395353,0.011310005271395474,0.7045123726346434,"Cunday, Oriente, Tolima, Región Andina, Colombia","(3.96594345, -74.72676148715544, 0.0)",3.96594345,-74.72676148715544,0.0
"Dolores, Tolima",Tolima,Dolores,8359,3555,3139,7274,5636,1671.0,0.030784665880259743,0.04969392067775824,0.8829817158931083,"Dolores, Suroriente, Tolima, Región Andina, Colombia","(3.62798395, -74.80975906018702, 0.0)",3.62798395,-74.80975906018702,0.0
"Espinal, Tolima",Tolima,Espinal,70494,23976,22643,67983,75375,18694.0,-0.005136612656905459,0.014851366024188684,0.9444027360694027,"Espinal, Centro, Tolima, Región Andina, 733520, Colombia","(4.1503044, -74.8845895, 0.0)",4.1503044,-74.8845895,0.0
"Falan, Tolima",Tolima,Falan,7693,2993,2230,6612,7923,2191.0,-0.0022635187925994504,0.001358115624769729,0.7450718342799867,"Falan, Norte, Tolima, Región Andina, Colombia","(5.08856285, -74.9424019793234, 0.0)",5.08856285,-74.9424019793234,0.0
"Flandes, Tolima",Tolima,Flandes,28389,17214,9184,27334,27683,7418.0,0.001939049823856287,0.016562849587917983,0.5335192285349134,"Flandes, Centro, Tolima, Región Andina, Colombia","(4.2864999, -74.813697, 0.0)",4.2864999,-74.813697,0.0
"Fresno, Tolima",Tolima,Fresno,31069,10839,10150,28920,30750,8376.0,0.0007942031544900807,0.014886893882690488,0.9364332502998431,"Fresno, Norte, Tolima, Región Andina, Colombia","(5.1516594, -75.0366354, 0.0)",5.1516594,-75.0366354,0.0
"Guamo, Tolima",Tolima,Guamo,32940,13238,10981,30516,34254,9379.0,-0.0030043717738157394,0.012204128360864486,0.8295059676688321,"Guamo, Suroriente, Tolima, Región Andina, Colombia","(4.100494749999999, -74.97315276425519, 0.0)",4.100494749999999,-74.97315276425519,0.0
"Herveo, Tolima",Tolima,Herveo,7363,2997,2163,6368,8901,2332.0,-0.014486065729632402,-0.005770220383657598,0.7217217217217218,"Herveo, Nevados, Tolima, Región Andina, Colombia","(5.0801043, -75.1762108, 0.0)",5.0801043,-75.1762108,0.0
"Honda, Tolima",Tolima,Honda,24693,9934,8137,23616,26873,7484.0,-0.006486736040065333,0.006455683544404955,0.8191061002617274,"Honda, Norte, Tolima, Región Andina, 732040, Colombia","(5.210419, -74.7361921, 0.0)",5.210419,-74.7361921,0.0
"Icononzo, Tolima",Tolima,Icononzo,11887,4821,3695,10057,10130,2901.0,0.012379386327184605,0.018783857293594997,0.7664384982368803,"Icononzo, Oriente, Tolima, Región Andina, Colombia","(4.12123375, -74.54509942993246, 0.0)",4.12123375,-74.54509942993246,0.0
"Lérida, Tolima",Tolima,Lérida,18574,7241,5788,17084,18115,5114.0,0.0019266558521990884,0.009568948710277914,0.7993371081342356,"Lérida, Nevados, Tolima, Región Andina, Colombia","(4.8704329, -74.88890612583987, 0.0)",4.8704329,-74.88890612583987,0.0
"Líbano, Tolima",Tolima,Líbano,36773,14051,11468,33262,41650,11583.0,-0.009534066626246784,-0.0007672407454992758,0.816169667639314,"Líbano, Nevados, Tolima, Región Andina, Colombia","(4.875904950000001, -75.0378473881652, 0.0)",4.875904950000001,-75.0378473881652,0.0
"Mariquita, Tolima",Tolima,Mariquita,37770,14603,11790,34505,32642,9575.0,0.011287484769921585,0.016136203182457454,0.8073683489693898,"Mariquita, Norte, Tolima, Región Andina, Colombia","(5.1974195, -74.8939527, 0.0)",5.1974195,-74.8939527,0.0
"Melgar, Tolima",Tolima,Melgar,36536,21383,13352,34136,32636,9146.0,0.008721047311013086,0.029531467054111138,0.6244212692325679,"Melgar, Oriente, Tolima, Región Andina, 734001, Colombia","(4.2039758, -74.6429479, 0.0)",4.2039758,-74.6429479,0.0
"Murillo, Tolima",Tolima,Murillo,4113,1475,1112,3389,4953,1162.0,-0.014193748727901134,-0.0033775495573034053,0.7538983050847458,"Murillo, Nevados, Tolima, Región Andina, Colombia","(4.82289815, -75.23612616277197, 0.0)",4.82289815,-75.23612616277197,0.0
"Natagaima, Tolima",Tolima,Natagaima,14835,6275,4835,14292,20268,5426.0,-0.023718348117963806,-0.008831622790506422,0.7705179282868526,"Natagaima, Sur, Tolima, Región Andina, Colombia","(3.5309775500000002, -75.13567540848501, 0.0)",3.5309775500000002,-75.13567540848501,0.0
"Ortega, Tolima",Tolima,Ortega,34607,10959,9804,29665,30536,7101.0,0.00967338442045751,0.025122288437422258,0.8946071721872434,"Ortega, Sur, Tolima, Región Andina, Colombia","(3.93806235, -75.25245289094455, 0.0)",3.93806235,-75.25245289094455,0.0
"Palocabildo, Tolima",Tolima,Palocabildo,9730,3332,2938,9210,9433,2432.0,0.0023874389837765797,0.01464583861019264,0.8817527010804321,"Palocabildo, Norte, Tolima, Región Andina, Colombia","(5.0936675000000005, -75.02178846513654, 0.0)",5.0936675000000005,-75.02178846513654,0.0
"Piedras, Tolima",Tolima,Piedras,6711,2417,2136,5574,5370,1519.0,0.01729556286220313,0.02656856066779878,0.8837401737691353,"Piedras, Centro, Tolima, Región Andina, Colombia","(4.4906932, -74.92957979290401, 0.0)",4.4906932,-74.92957979290401,0.0
"Planadas, Tolima",Tolima,Planadas,25764,7557,6329,21557,25442,6089.0,0.0009679155859831923,0.0029781475244115008,0.8375016540955406,"Planadas, Sur, Tolima, Región Andina, Colombia","(3.0983945, -75.8572036556392, 0.0)",3.0983945,-75.8572036556392,0.0
"Prado, Tolima",Tolima,Prado,8498,3715,2706,7893,8605,2437.0,-0.0009620437059311149,0.008086656806500558,0.7283983849259758,"Prado, Suroriente, Tolima, Región Andina, Colombia","(3.7201711, -74.86200186551633, 0.0)",3.7201711,-74.86200186551633,0.0
"Purificación, Tolima",Tolima,Purificación,23536,8909,7559,22682,27586,7496.0,-0.0121393496808887,0.000644004310550228,0.8484678415085868,"Purificación, Suroriente, Tolima, Región Andina, Colombia","(3.8767004, -74.89907620545704, 0.0)",3.8767004,-74.89907620545704,0.0
"Rioblanco, Tolima",Tolima,Rioblanco,22771,7284,5670,19090,24993,5858.0,-0.007136565913607673,-0.002506018576901692,0.7784184514003295,"Rioblanco, Sur, Tolima, Región Andina, Colombia","(3.47378985, -75.8020613492401, 0.0)",3.47378985,-75.8020613492401,0.0
"Roncesvalles, Tolima",Tolima,Roncesvalles,5459,2129,1737,5161,6090,1596.0,-0.008378736378185203,0.0065334805375627525,0.8158759981211836,"Roncesvalles, Sur, Tolima, Región Andina, Colombia","(4.10391495, -75.5899419424823, 0.0)",4.10391495,-75.5899419424823,0.0
"Rovira, Tolima",Tolima,Rovira,21674,7823,6567,20220,21250,5454.0,0.0015208853848924786,0.014387738449709087,0.8394477821807491,"Rovira, Centro, Tolima, Región Andina, Colombia","(4.1929158, -75.3690963837852, 0.0)",4.1929158,-75.3690963837852,0.0
"Saldaña, Tolima",Tolima,Saldaña,14435,5389,4641,14099,14732,3954.0,-0.0015654031277325675,0.012399485199076299,0.861198738170347,"Saldaña, Suroriente, Tolima, Región Andina, Colombia","(3.91146965, -75.01723729312536, 0.0)",3.91146965,-75.01723729312536,0.0
"San Antonio, Tolima",Tolima,San Antonio,12896,4681,3569,11514,14970,3723.0,-0.011406068255070956,-0.0032442912907689747,0.7624439222388378,"San Antonio, Sur, Tolima, Región Andina, Colombia","(3.971341, -75.51451613072902, 0.0)",3.971341,-75.51451613072902,0.0
"San Luis, Tolima",Tolima,San Luis,13553,5557,4307,12139,13447,3755.0,0.0006041741468081341,0.010606105633917284,0.7750584847939536,"San Luis, Centro, Tolima, Región Andina, Colombia","(4.1257407, -75.1154032731288, 0.0)",4.1257407,-75.1154032731288,0.0
"Santa Isabel, Tolima",Tolima,Santa Isabel,5769,1966,1691,5128,6453,1678.0,-0.008581915901013981,0.0005938271587646593,0.8601220752797558,"Santa Isabel, Nevados, Tolima, Región Andina, Colombia","(4.7313016999999995, -75.247303038422, 0.0)",4.7313016999999995,-75.247303038422,0.0
"Suárez, Tolima",Tolima,Suárez,3813,1548,1281,3446,4472,1196.0,-0.012188150401277409,0.005295384121984936,0.8275193798449613,"Suárez, Suarez, Suroriente, Tolima, Región Andina, Colombia","(4.0484889, -74.833034, 0.0)",4.0484889,-74.833034,0.0
"Valle de San Juan, Tolima",Tolima,Valle de San Juan,5345,2351,1825,4502,6131,1593.0,-0.010498069947147193,0.010513416723495927,0.7762654189706508,"Valle de San Juan, Centro, Tolima, Región Andina, Colombia","(4.185604550000001, -75.16624484935869, 0.0)",4.185604550000001,-75.16624484935869,0.0
"Venadillo, Tolima",Tolima,Venadillo,12817,4551,4011,12137,18576,5037.0,-0.028142413094258467,-0.017368179099158443,0.8813447593935398,"Venadillo, Nevados, Tolima, Región Andina, Colombia","(4.71000035, -74.9396388849071, 0.0)",4.71000035,-74.9396388849071,0.0
"Villahermosa, Tolima",Tolima,Villahermosa,9283,3716,2950,8530,10919,2840.0,-0.012408496435886152,0.0029274395436516,0.7938643702906351,"Villahermosa, Nevados, Tolima, Región Andina, Colombia","(4.9774595, -75.13686755591061, 0.0)",4.9774595,-75.13686755591061,0.0
"Villarrica, Tolima",Tolima,Villarrica,5128,2571,1917,5021,6010,1963.0,-0.012134166828616788,-0.001822372169748454,0.7456242707117853,"Villarrica, Oriente, Tolima, Región Andina, Colombia","(3.8455429, -74.61851908867035, 0.0)",3.8455429,-74.61851908867035,0.0
"Cali, Valle del Cauca",Valle del Cauca,Cali,2227642,690275,611876,1822869,2075380,554918.0,0.005460961407030229,0.007544416199434245,0.8864235268552388,"Cali, Sur, Valle del Cauca, Pacífica, Colombia","(3.4517923, -76.5324943, 0.0)",3.4517923,-76.5324943,0.0
"Alcalá, Valle del Cauca",Valle del Cauca,Alcalá,14062,5496,4229,12186,12716,3376.0,0.007769649884917129,0.017479781959817364,0.7694687045123726,"Alcalá, Norte, Valle del Cauca, Pacífica, Colombia","(4.6841305, -75.78709144862543, 0.0)",4.6841305,-75.78709144862543,0.0
"Andalucía, Valle del Cauca",Valle del Cauca,Andalucía,22436,7710,6977,18132,17518,4673.0,0.019215978989216342,0.03131236859947406,0.904928664072633,"Andalucía, Centro, Valle del Cauca, Pacífica, Colombia","(4.13615295, -76.1575945087867, 0.0)",4.13615295,-76.1575945087867,0.0
"Ansermanuevo, Valle del Cauca",Valle del Cauca,Ansermanuevo,17448,7452,5655,15668,19836,5051.0,-0.00981866669474507,0.00872661575878464,0.7588566827697263,"Ansermanuevo, Norte, Valle del Cauca, Pacífica, Colombia","(4.79058655, -76.0436341165314, 0.0)",4.79058655,-76.0436341165314,0.0
"Argelia, Valle del Cauca",Valle del Cauca,Argelia,5397,2109,1750,5008,5891,1575.0,-0.0067144733462009,0.00813758667370923,0.8297771455666193,"Argelia, Norte, Valle del Cauca, Pacífica, Colombia","(4.7253605, -76.13369014630965, 0.0)",4.7253605,-76.13369014630965,0.0
"Bolívar, Valle del Cauca",Valle del Cauca,Bolívar,16021,6012,4754,13954,14827,3790.0,0.005975514785787173,0.017585164517375462,0.7907518296739854,"Bolívar, Norte, Valle del Cauca, Pacífica, 761007, Colombia","(4.36344495, -76.35016820193147, 0.0)",4.36344495,-76.35016820193147,0.0
"Buenaventura, Valle del Cauca",Valle del Cauca,Buenaventura,308188,94656,74299,258445,324207,73465.0,-0.0038902758330366938,0.0008687148339616702,0.7849370351588911,"Buenaventura, Pacífico, Valle del Cauca, Pacífica, Colombia","(3.6707494, -76.98077577005347, 0.0)",3.6707494,-76.98077577005347,0.0
"Guadalajara de Buga, Valle del Cauca",Valle del Cauca,Guadalajara de Buga,127545,40672,39317,115821,111487,30857.0,0.010404621007148451,0.01881272197050743,0.9666846970889064,"Buga, Centro, Valle del Cauca, Pacífica, Colombia","(3.9000578, -76.302013, 0.0)",3.9000578,-76.302013,0.0
"Bugalagrande, Valle del Cauca",Valle del Cauca,Bugalagrande,24318,8060,7245,22052,20990,5592.0,0.011385144775827083,0.020120870569558136,0.8988833746898263,"Bugalagrande, Centro, Valle del Cauca, Pacífica, Colombia","(4.20102915, -76.0965637684672, 0.0)",4.20102915,-76.0965637684672,0.0
"Caicedonia, Valle del Cauca",Valle del Cauca,Caicedonia,28825,9822,9617,26357,29808,8392.0,-0.002576194953694655,0.010536156526218754,0.9791284870698432,"Caicedonia, Nororiente, Valle del Cauca, Pacífica, Colombia","(4.305471, -75.84047570427123, 0.0)",4.305471,-75.84047570427123,0.0
"Calima, Valle del Cauca",Valle del Cauca,Calima,18054,8373,5639,16054,15111,4520.0,0.013782133859809642,0.017160560135473846,0.6734742625104503,"Calima, Centro, Valle del Cauca, Pacífica, 760537, Colombia","(3.95565265, -76.6429339057111, 0.0)",3.95565265,-76.6429339057111,0.0
"Candelaria, Valle del Cauca",Valle del Cauca,Candelaria,91825,26221,25871,84661,68820,18878.0,0.022431752383521353,0.02453660480179609,0.9866519202166203,"Candelaria, Sur, Valle del Cauca, Pacífica, Colombia","(3.3773788, -76.39353501366533, 0.0)",3.3773788,-76.39353501366533,0.0
